id,en,es,ja,zh,hi,fr,ar
hud.label.select_entry,Select an Entry,Seleccione una entrada,項目を選択してください,选择一个条目,एक प्रविष्टि चुनें,Sélectionnez une entrée,اختر إدخالاً
hud.label.hover_info,Hover Info,Información al pasar el cursor,ホバー情報,悬停信息,होवर जानकारी,Informations au survol,معلومات عند تمرير المؤشر
hud.label.weather,WEATHER,CLIMA,天気,天气,मौसम,MÉTÉO,طقس
hud.terrain_effect_ends_turn,Blocks action after move,Bloquea la acción después del movimiento,移動後のブロックアクション,移动后阻止行动,चाल के बाद ब्लॉक की कार्रवाई,Bloque l'action après le déplacement,يمنع الحركة بعد النقل
hud.terrain_effect_impassable,Impassable,Infranqueable,通行不能,不可逾越,अगम्य,Infranchissable,لا يمكن اجتيازه
weather.sunny.effects,Boosts Shine and Vision.,Mejora el brillo y la visión.,輝きと視力を向上させます。,提升光泽和视力。,चमक और दृष्टि बढ़ाता है।,Augmente la brillance et la vision.,يعزز اللمعان والرؤية.
weather.cloudy.effects,Boosts Shade and Stealth.,Mejora la sombra y el sigilo.,日陰効果と隠密性を向上させます。,增强阴影和隐蔽效果。,छाया और छिपने की क्षमता को बढ़ाता है।,Améliore l'Ombre et la Furtivité.,يعزز التخفي والظل.
weather.rainy.effects,Boosts Flow and Fire suppression.,Mejora el caudal y la supresión de incendios.,流量と消火能力を向上させます。,增强流量和灭火能力。,प्रवाह को बढ़ाता है और आग बुझाने की क्षमता को बढ़ाता है।,Augmente le débit et la suppression des incendies.,يعزز تدفق المياه وإخماد الحرائق.
weather.arid.effects,Boosts Grit and Fatigue.,Aumenta la resistencia y combate la fatiga.,気力と疲労感を高める。,增强毅力和抗疲劳能力。,दृढ़ता और थकान को बढ़ाता है।,Augmente la ténacité et réduit la fatigue.,يعزز الصمود والتحمل.
weather.windy.effects,Boosts Gusto and Movement.,Aumenta el entusiasmo y el movimiento.,活力と動きを活性化します。,增强活力和运动能力。,यह उत्साह और गतिशीलता को बढ़ाता है।,Stimule l'entrain et le mouvement.,يعزز الحيوية والحركة.
weather.calm.effects,Boosts Focus and Clarity.,Mejora la concentración y la claridad mental.,集中力と明晰さを高めます。,提升专注力和思维清晰度。,एकाग्रता और स्पष्टता को बढ़ाता है।,Améliore la concentration et la clarté d'esprit.,يعزز التركيز والوضوح.
level.test_level.task.task_1.title,Task 1: Eliminate Enemy,Tarea 1: Eliminar al enemigo,タスク1：敵を排除する,任务1：消灭敌人,कार्य 1: शत्रु का सफाया करें,Tâche 1 : Éliminer l'ennemi,المهمة الأولى: القضاء على العدو
level.test_level.task.task_2.title,Task 2: Secure Outpost,Tarea 2: Asegurar el puesto de avanzada,タスク2：前哨基地の確保,任务二：确保前哨站安全,कार्य 2: सुरक्षित चौकी,Tâche 2 : Sécuriser l'avant-poste,المهمة الثانية: تأمين الموقع الأمامي
level.test_level.name,Test Level,Nivel de prueba,テストレベル,测试级别,परीक्षण स्तर,Niveau de test,مستوى الاختبار
level.new_level.task.task_1.title,Explore Ruin,Explorar ruinas,遺跡を探索する,探索废墟,खंडहरों का अन्वेषण करें,Explorer les ruines,استكشف الأطلال
level.new_level.task.task_1.desc,Investigate the status of the ancient ruins.,Investigar el estado de las ruinas antiguas.,古代遺跡の現状を調査する。,调查古代遗址的现状。,प्राचीन खंडहरों की स्थिति की जांच करें।,Enquêter sur l'état des ruines antiques.,تحقق من حالة الآثار القديمة.
Ldb3a0206,[Title: welcome],[Título: bienvenida],[タイトル: ようこそ],[标题：欢迎],[शीर्षक: स्वागत],[Titre : bienvenue],[العنوان: أهلاً وسهلاً]
L30674665,[Objective: Auto-generated placeholder],[Objetivo: Marcador de posición generado automáticamente],[目的: 自動生成されたプレースホルダー],[目标：自动生成的占位符],[उद्देश्य: स्वतः उत्पन्न प्लेसहोल्डर],[Objectif : Espace réservé généré automatiquement],[الهدف: عنصر نائب تم إنشاؤه تلقائيًا]
L29aaf1c6,This is a placeholder for welcome.,Este es un marcador de posición para la bienvenida.,これはウェルカムメッセージのプレースホルダーです。,这是欢迎信息的占位符。,यह स्वागत के लिए एक अस्थायी प्रारूप है।,Ceci est un espace réservé pour le message de bienvenue.,هذا مكان مخصص للترحيب.
L7ac9be77,Indeed it is.,"En efecto, lo es.",確かにその通りです。,确实如此。,"जी हाँ, बिल्कुल।",En effet.,نعم، هذا صحيح.
level.new_level.name,New Level Template,Plantilla de nuevo nivel,新しいレベルテンプレート,新关卡模板,नया स्तर टेम्पलेट,Modèle de nouveau niveau,قالب المستوى الجديد
level.faction_branching_test.task.task_p_visit.title,Player: Reach the South Flag,Jugador: Alcanza la bandera del sur,プレイヤー：南の旗に到達する,玩家：到达南旗,खिलाड़ी: दक्षिणी ध्वज तक पहुंचें,Joueur : Atteignez le drapeau du Sud,اللاعب: الوصول إلى العلم الجنوبي
level.faction_branching_test.task.task_e_visit.title,Enemy: Reach the North Flag,Enemigo: Alcanza la bandera del norte,敵：北の旗に到達せよ,敌人：抵达北方旗帜,दुश्मन: उत्तरी ध्वज तक पहुंचें,Ennemi : Atteignez le drapeau nord,العدو: الوصول إلى العلم الشمالي
level.faction_branching_test.task.task_n_visit.title,Neutral: Reach the West Flag,Neutral: Bandera de Reach the West,中立：西の旗に到達する,中立：抵达西旗,तटस्थ: पश्चिम ध्वज तक पहुंचें,Neutre : Atteindre le drapeau de l'Ouest,محايد: الوصول إلى العلم الغربي
level.faction_branching_test.task.task_p_explore.title,Explore the Deep Forest,Explora el bosque profundo,深い森を探検しよう,探索幽深森林,घने जंगल का अन्वेषण करें,Explorez la forêt profonde,استكشف الغابة العميقة
level.faction_branching_test.task.task_p_loot.title,Loot the Royal Chest,Saquea el cofre real,王家の宝箱を略奪する,搜刮皇家宝箱,शाही खजाने को लूटें,Pillez le coffre royal,نهب الصندوق الملكي
level.faction_branching_test.task.task_e_fight.title,Slay the Challenger,Derrota al retador,挑戦者を倒せ,击败挑战者,चुनौती देने वाले को मार गिराओ,Tuer le challenger,اقضِ على المتحدي
level.faction_branching_test.task.task_e_ability.title,Use Dark Magic,Usa magia oscura,闇の魔法を使う,使用黑暗魔法,काले जादू का प्रयोग करें,Utiliser la magie noire,استخدام السحر الأسود
level.faction_branching_test.task.task_n_visit_market.title,Visit the Market,Visita el mercado,市場を訪れよう,逛逛市场,बाजार का दौरा करें,Visitez le marché,قم بزيارة السوق
level.faction_branching_test.task.task_n_trapped.title,Disarm the Crate,Desactivar la caja,クレートを解除する,解除箱子的武装,क्रेट को निष्क्रिय करें,Désamorcer la caisse,نزع سلاح الصندوق
level.faction_branching_test.name,Faction Branching Test,Prueba de ramificación de facciones,派閥分岐テスト,派系分支测试,गुट शाखाकरण परीक्षण,Test de ramification de faction,اختبار تفرع الفصائل
level.quest_competition.task.task_player_explore.title,Player: Explore Ruin,Jugador: Explorar ruinas,プレイヤー：遺跡を探索する,玩家：探索废墟,खिलाड़ी: खंडहरों का अन्वेषण करें,Joueur : Explorer les ruines,اللاعب: استكشف الأطلال
level.quest_competition.task.task_enemy_explore.title,Enemy: Explore Ruin,Enemigo: Explorar ruinas,敵：遺跡探索,敌人：探索废墟,दुश्मन: खंडहर का अन्वेषण करें,Ennemi : Explorer les ruines,العدو: استكشف الخراب
level.quest_competition.task.task_player_survive.title,Defend the Idol,Defiende al ídolo,偶像を守れ,捍卫偶像,मूर्ति की रक्षा करें,Défendez l'idole,دافع عن الصنم
level.quest_competition.task.task_enemy_recover.title,Enemy: Recover Idol,Enemigo: Recuperar ídolo,敵：アイドルの回収,敌人：夺回偶像,शत्रु: मूर्ति को पुनः प्राप्त करें,Ennemi : Récupérer l'idole,العدو: استعادة الصنم
